query,truth,response
Query: Select all options that are adjacent to and south of Zipcode 35224? You may choose one or more options. Options: a. Zipcode 35218 b. Zipcode 35118 c. Zipcode 35211 d. Zipcode 35127 e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of Zipcode 63851? You may choose one or more options. Options: a. Zipcode 63873 b. Zipcode 63830 c. Zipcode 38079 d. Zipcode 63879 e. None of the above,d,"a,e"
Query: Select all options that are west of Zipcode 53516? You may choose one or more options. Options: a. Zipcode 53504 b. Zipcode 53574 c. Zipcode 53570 d. Zipcode 53565 e. None of the above,e,e
Query: Select all options that are adjacent to and west of Emanuel County Georgia? You may choose one or more options. Options: a. Johnson County Georgia b. Zipcode 30442 c. Jenkins County Georgia d. Toombs County Georgia e. None of the above,e,"c,e"
Query: Select all options that are adjacent to and northwest of Bergen County New Jersey? You may choose one or more options. Options: a. Bronx County New York b. Zipcode 10550 c. New York County New York d. Zipcode 10543 e. None of the above,"a,c",e
Query: Select all options that are adjacent to and northeast of Searcy County Arkansas? You may choose one or more options. Options: a. Zipcode 72685 b. Zipcode 72519 c. Zipcode 72843 d. Newton County Arkansas e. None of the above,c,"b,c,e"
Query: Select all options that are adjacent to and west of The State of Vermont? You may choose one or more options. Options: a. Zipcode 05050 b. Zipcode 05045 c. Zipcode 05748 d. Zipcode 05065 e. None of the above,e,e
Query: Select all options that are west of Licking County Ohio? You may choose one or more options. Options: a. Zipcode 43035 b. Zipcode 43109 c. Zipcode 43802 d. Zipcode 43842 e. None of the above,"c,d",e
Query: Select all options that are adjacent to and south of Zipcode 29715? You may choose one or more options. Options: a. Zipcode 28273 b. Zipcode 28278 c. Zipcode 28277 d. Zipcode 28226 e. None of the above,a,e
Query: Select all options that are adjacent to and south of Berkeley County West Virginia? You may choose one or more options. Options: a. Zipcode 21779 b. Zipcode 21782 c. Zipcode 22625 d. Zipcode 21718 e. None of the above,e,e
Query: Select all options that are south of Chesterfield County Virginia? You may choose one or more options. Options: a. Zipcode 23834 b. Zipcode 23294 c. Zipcode 23833 d. Zipcode 23881 e. None of the above,b,e
Query: Select all options that are inside of Wells County Indiana? You may choose one or more options. Options: a. Jay County Indiana b. Mercer County Ohio c. Zipcode 46711 d. Zipcode 46991 e. None of the above,e,"c,d,e"
Query: Select all options that are northwest of The State of Nevada? You may choose one or more options. Options: a. Zipcode 93614 b. Zipcode 93245 c. Zipcode 93276 d. Zipcode 86409 e. None of the above,d,e
Query: Select all options that are southwest of The State of Wisconsin? You may choose one or more options. Options: a. Zipcode 54754 b. Zipcode 53192 c. Zipcode 54009 d. Zipcode 54209 e. None of the above,e,e
Query: Select all options that are adjacent to and south of Bucks County Pennsylvania? You may choose one or more options. Options: a. Zipcode 19128 b. Zipcode 08848 c. Zipcode 18042 d. Zipcode 08865 e. None of the above,"b,c,d",e
Query: Select all options that are adjacent to and northeast of Zipcode 55428? You may choose one or more options. Options: a. Zipcode 55442 b. Zipcode 55445 c. Zipcode 55422 d. Zipcode 55441 e. None of the above,d,"b,e"
Query: Select all options that are adjacent to and northeast of Pike County Illinois? You may choose one or more options. Options: a. Zipcode 62045 b. Zipcode 63353 c. Pike County Missouri d. Zipcode 62611 e. None of the above,"b,c",e
Query: Select all options that are adjacent to and north of The State of Pennsylvania? You may choose one or more options. Options: a. Zipcode 15781 b. Zipcode 21711 c. Zipcode 21722 d. Zipcode 15422 e. None of the above,"b,c",e
Query: Select all options that are adjacent to and north of Zipcode 01093? You may choose one or more options. Options: a. Zipcode 01373 b. Zipcode 01039 c. Zipcode 01088 d. Zipcode 01096 e. None of the above,e,e
Query: Select all options that are adjacent to and east of Zipcode 49327? You may choose one or more options. Options: a. Zipcode 49303 b. Zipcode 49451 c. Zipcode 49319 d. Zipcode 49425 e. None of the above,d,e
Query: Select all options that are adjacent to and southwest of Zipcode 46979? You may choose one or more options. Options: a. Zipcode 46920 b. Zipcode 46057 c. Zipcode 46913 d. Zipcode 46049 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Zipcode 50027? You may choose one or more options. Options: a. Zipcode 50171 b. Zipcode 50268 c. Zipcode 50207 d. Zipcode 50104 e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of Zipcode 30228? You may choose one or more options. Options: a. Zipcode 30284 b. Zipcode 30205 c. Zipcode 30215 d. Zipcode 30238 e. None of the above,d,e
Query: Select all options that are north of Nye County Nevada? You may choose one or more options. Options: a. Zipcode 93208 b. Zipcode 89118 c. Zipcode 89019 d. White Pine County Nevada e. None of the above,c,"d,e"
Query: Select all options that are adjacent to and southeast of Zipcode 65617? You may choose one or more options. Options: a. Zipcode 65613 b. Zipcode 65663 c. Zipcode 65648 d. Zipcode 65803 e. None of the above,e,e
Query: Select all options that are southwest of Perkins County South Dakota? You may choose one or more options. Options: a. Zipcode 57644 b. Sioux County North Dakota c. Zipcode 57758 d. Zipcode 57645 e. None of the above,"b,d",e
Query: Select all options that are southwest of Zipcode 22734? You may choose one or more options. Options: a. Zipcode 22728 b. Zipcode 20119 c. Zipcode 22736 d. Zipcode 22701 e. None of the above,"a,b",e
Query: Select all options that are adjacent to and northeast of Zipcode 28530? You may choose one or more options. Options: a. Zipcode 27889 b. Zipcode 28580 c. Zipcode 28504 d. Zipcode 28586 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Highland County Virginia? You may choose one or more options. Options: a. Zipcode 26294 b. The State of Virginia c. Zipcode 24465 d. Zipcode 24432 e. None of the above,d,e
Query: Select all options that are adjacent to and east of Zipcode 78593? You may choose one or more options. Options: a. Zipcode 78550 b. Zipcode 78535 c. Zipcode 78586 d. Zipcode 78594 e. None of the above,e,"d,e"
Query: Select all options that are inside of Jackson County South Dakota? You may choose one or more options. Options: a. Zipcode 57562 b. Zipcode 57775 c. Bennett County South Dakota d. Pennington County South Dakota e. None of the above,e,e
Query: Select all options that are northeast of Zipcode 44663? You may choose one or more options. Options: a. Zipcode 44622 b. Zipcode 44656 c. Zipcode 43832 d. Zipcode 44682 e. None of the above,c,"d,e"
Query: Select all options that are adjacent to and southeast of The State of Nebraska? You may choose one or more options. Options: a. Zipcode 57574 b. Zipcode 68110 c. Zipcode 57735 d. Zipcode 68741 e. None of the above,"a,c",e
Query: Select all options that are adjacent to and northwest of Kit Carson County Colorado? You may choose one or more options. Options: a. Wallace County Kansas b. Zipcode 80740 c. Cheyenne County Kansas d. Zipcode 80812 e. None of the above,a,e
Query: Select all options that are adjacent to and southwest of Zipcode 29651? You may choose one or more options. Options: a. Zipcode 29385 b. Zipcode 29673 c. Zipcode 29609 d. Zipcode 29377 e. None of the above,e,e
Query: Select all options that are adjacent to and south of Zipcode 78368? You may choose one or more options. Options: a. Zipcode 78352 b. Zipcode 78387 c. Zipcode 78372 d. Zipcode 78391 e. None of the above,e,e
Query: Select all options that are inside of Bucks County Pennsylvania? You may choose one or more options. Options: a. Zipcode 08514 b. The State of Pennsylvania c. Zipcode 19150 d. Zipcode 18062 e. None of the above,b,"a,b,c,d"
Query: Select all options that are adjacent to and northeast of Nassau County Florida? You may choose one or more options. Options: a. Zipcode 32224 b. Zipcode 32046 c. Zipcode 32209 d. Zipcode 32206 e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of Zipcode 08244? You may choose one or more options. Options: a. Zipcode 08234 b. Zipcode 08403 c. Zipcode 08221 d. Zipcode 08225 e. None of the above,a,e
Query: Select all options that are adjacent to and northeast of The State of Delaware? You may choose one or more options. Options: a. Zipcode 21659 b. Zipcode 21837 c. Zipcode 19803 d. Zipcode 21639 e. None of the above,"a,b",e
Query: Select all options that are adjacent to and southeast of Zipcode 80939? You may choose one or more options. Options: a. Zipcode 80922 b. Zipcode 80831 c. Zipcode 80938 d. Zipcode 80951 e. None of the above,a,"c,e"
Query: Select all options that are adjacent to and northwest of Zipcode 49639? You may choose one or more options. Options: a. Zipcode 49338 b. Zipcode 49631 c. Zipcode 49677 d. Zipcode 49307 e. None of the above,e,e
Query: Select all options that are southwest of Zipcode 91324? You may choose one or more options. Options: a. Zipcode 91335 b. Zipcode 91325 c. Zipcode 91304 d. Zipcode 91311 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Zipcode 35633? You may choose one or more options. Options: a. Zipcode 35660 b. Zipcode 35616 c. Zipcode 38463 d. Zipcode 38452 e. None of the above,c,e
Query: Select all options that are adjacent to and west of Zipcode 17034? You may choose one or more options. Options: a. Zipcode 17319 b. Zipcode 17057 c. Zipcode 17036 d. Zipcode 17113 e. None of the above,b,"c,e"
Query: Select all options that are northeast of Madison County Arkansas? You may choose one or more options. Options: a. Zipcode 72949 b. Zipcode 72756 c. Zipcode 72701 d. Zipcode 72946 e. None of the above,d,e
Query: Select all options that are west of Zipcode 10033? You may choose one or more options. Options: a. Zipcode 10452 b. Zipcode 10032 c. Zipcode 10457 d. Zipcode 10459 e. None of the above,c,"b,e"
Query: Select all options that are adjacent to and southwest of Zipcode 99109? You may choose one or more options. Options: a. Zipcode 99119 b. Zipcode 99006 c. Zipcode 99110 d. Zipcode 99156 e. None of the above,a,e
Query: Select all options that are adjacent to and southwest of Geneva County Alabama? You may choose one or more options. Options: a. Zipcode 32445 b. Dale County Alabama c. Zipcode 36477 d. Zipcode 36343 e. None of the above,b,e
Query: Select all options that are inside of Armstrong County Pennsylvania? You may choose one or more options. Options: a. The State of Pennsylvania b. Zipcode 15736 c. Zipcode 15632 d. Zipcode 15770 e. None of the above,a,"a,b,c,d"
Query: Select all options that are adjacent to and northwest of Zipcode 80249? You may choose one or more options. Options: a. Zipcode 80011 b. Zipcode 80022 c. Zipcode 80019 d. Zipcode 80642 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Allamakee County Iowa? You may choose one or more options. Options: a. Zipcode 54628 b. Zipcode 54632 c. Zipcode 54624 d. Zipcode 54657 e. None of the above,c,e
Query: Select all options that are northeast of Anderson County Texas? You may choose one or more options. Options: a. Zipcode 75763 b. Zipcode 75838 c. Zipcode 75148 d. Zipcode 75853 e. None of the above,b,e
Query: Select all options that are adjacent to and southwest of Zipcode 50454? You may choose one or more options. Options: a. Zipcode 50466 b. Zipcode 50476 c. Zipcode 50461 d. Zipcode 50455 e. None of the above,d,e
Query: Select all options that are adjacent to and north of Zipcode 44266? You may choose one or more options. Options: a. Zipcode 44272 b. Zipcode 44429 c. Zipcode 44243 d. Zipcode 44412 e. None of the above,a,"a,e"
Query: Select all options that are adjacent to and southwest of Zipcode 22624? You may choose one or more options. Options: a. Zipcode 25446 b. Zipcode 22603 c. Zipcode 25413 d. Zipcode 22656 e. None of the above,c,"b,e"
Query: Select all options that are northeast of Bergen County New Jersey? You may choose one or more options. Options: a. Essex County New Jersey b. Zipcode 11423 c. Zipcode 10153 d. Zipcode 11351 e. None of the above,e,e
Query: Select all options that are southeast of Zipcode 50638? You may choose one or more options. Options: a. Zipcode 50642 b. Zipcode 50624 c. Zipcode 50635 d. Zipcode 50601 e. None of the above,d,"a,e"
