type,query,truth
checkbox,Query: Select all options that are adjacent to and southwest of Zipcode 99113? You may choose one or more options. Options: a. Zipcode 83832 b. Zipcode 99403 c. Zipcode 99163 d. Zipcode 83501 e. None of the above,e
checkbox,Query: Select all options that are northeast of Gregg County Texas? You may choose one or more options. Options: a. Zipcode 75791 b. Zipcode 75684 c. Zipcode 75750 d. Zipcode 75707 e. None of the above,"a,b,c,d"
radio,Query: Select exactly one option (a-e) that best describes the relationship of Noble County Oklahoma in relation to Zipcode 74062 in terms of geography. Options: a. northwest of b. adjacent to and south of c. they intersect d. north of e. none of the above,a
checkbox,Query: Select all options that are adjacent to and southeast of Zipcode 93446? You may choose one or more options. Options: a. Zipcode 93453 b. Zipcode 93422 c. Zipcode 93465 d. Zipcode 93428 e. None of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Knox County Tennessee in relation to Hamblen County Tennessee in terms of geography. Options: a. southeast of b. south of c. west of d. adjacent to and east of e. none of the above,c
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 80610 in relation to Zipcode 80622 in terms of geography. Options: a. southeast of b. adjacent to and south of c. northwest of d. east of e. none of the above,c
yes/no,"The State of Iowa is inside of Zipcode 50265, correct?",no
checkbox,Query: Select all options that are north of Pope County Illinois? You may choose one or more options. Options: a. Zipcode 62960 b. Zipcode 42003 c. Zipcode 42001 d. Massac County Illinois e. None of the above,"b,c"
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 58367 in relation to Zipcode 58339 in terms of geography. Options: a. east of b. southeast of c. adjacent to and west of d. adjacent to and east of e. none of the above,c
radio,Query: Select exactly one option (a-e) that best describes the relationship of Scott County Indiana in relation to Zipcode 47126 in terms of geography. Options: a. northeast of b. adjacent to and north of c. south of d. northwest of e. none of the above,b
radio,Query: Select exactly one option (a-e) that best describes the relationship of The State of Minnesota in relation to Zipcode 55122 in terms of geography. Options: a. southeast of b. inside of c. contains d. adjacent to and southwest of e. none of the above,c
radio,Query: Select exactly one option (a-e) that best describes the relationship of Van Buren County Iowa in relation to The State of Missouri in terms of geography. Options: a. inside of b. adjacent to and northeast of c. south of d. north of e. none of the above,e
yes/no,Is Zipcode 90037 adjacent to and west of Zipcode 90062?,no
yes/no,Is The State of Washington adjacent to and northeast of Zipcode 97211?,yes
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 58401 in relation to Zipcode 58426 in terms of geography. Options: a. adjacent to and southeast of b. they intersect c. adjacent to and southwest of d. south of e. none of the above,c
yes/no,Is Zipcode 30326 adjacent to and north of Zipcode 30324?,yes
yes/no,Is Zipcode 80615 adjacent to and west of Zipcode 80546?,no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Oconee County South Carolina in relation to Zipcode 29670 in terms of geography. Options: a. northeast of b. contains c. southeast of d. adjacent to and west of e. none of the above,d
radio,Query: Select exactly one option (a-e) that best describes the relationship of Madison County Nebraska in relation to Zipcode 68767 in terms of geography. Options: a. adjacent to and west of b. adjacent to and south of c. adjacent to and east of d. northeast of e. none of the above,b
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 11932 in relation to Zipcode 11968 in terms of geography. Options: a. east of b. they intersect c. adjacent to and northeast of d. adjacent to and north of e. none of the above,a
yes/no,Is Windham County Connecticut adjacent to and east of Providence County Rhode Island?,no
yes/no,Is The State of Texas southwest of Zipcode 74112?,yes
yes/no,Is Zipcode 71418 southwest of Zipcode 71465?,no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Chattooga County Georgia in relation to Walker County Georgia in terms of geography. Options: a. south of b. adjacent to and south of c. adjacent to and southwest of d. northeast of e. none of the above,b
checkbox,Query: Select all options that are adjacent to and north of Zipcode 62033? You may choose one or more options. Options: a. Zipcode 62685 b. Zipcode 62023 c. Zipcode 62056 d. Zipcode 62085 e. None of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Klickitat County Washington in relation to Zipcode 97843 in terms of geography. Options: a. inside of b. adjacent to and southwest of c. southwest of d. adjacent to and north of e. none of the above,e
yes/no,Is Shenandoah County Virginia north of Zipcode 26808?,no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Albany County New York in relation to Zipcode 12085 in terms of geography. Options: a. northwest of b. southwest of c. they intersect d. west of e. none of the above,e
checkbox,Query: Select all options that are southwest of The State of Illinois? You may choose one or more options. Options: a. Zipcode 61259 b. Zipcode 61363 c. Zipcode 62903 d. Zipcode 46409 e. None of the above,d
radio,Query: Select exactly one option (a-e) that best describes the relationship of Muscatine County Iowa in relation to Rock Island County Illinois in terms of geography. Options: a. north of b. adjacent to and west of c. adjacent to and northeast of d. adjacent to and northwest of e. none of the above,b
radio,Query: Select exactly one option (a-e) that best describes the relationship of Buffalo County Nebraska in relation to Kearney County Nebraska in terms of geography. Options: a. adjacent to and northeast of b. adjacent to and north of c. east of d. northeast of e. none of the above,b
radio,Query: Select exactly one option (a-e) that best describes the relationship of Oneida County New York in relation to Zipcode 13409 in terms of geography. Options: a. they intersect b. adjacent to and east of c. adjacent to and west of d. adjacent to and northeast of e. none of the above,d
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 72530 in relation to Zipcode 72581 in terms of geography. Options: a. southeast of b. south of c. inside of d. adjacent to and north of e. none of the above,d
yes/no,"Ionia County Michigan has no common ground with Zipcode 48861, correct?",no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 42717 in relation to Zipcode 42167 in terms of geography. Options: a. east of b. contains c. southeast of d. adjacent to and east of e. none of the above,d
radio,Query: Select exactly one option (a-e) that best describes the relationship of Suffolk County Massachusetts in relation to Zipcode 02111 in terms of geography. Options: a. southwest of b. adjacent to and north of c. contains d. inside of e. none of the above,c
radio,Query: Select exactly one option (a-e) that best describes the relationship of Raleigh County West Virginia in relation to Zipcode 25971 in terms of geography. Options: a. northeast of b. north of c. they intersect d. east of e. none of the above,e
checkbox,Query: Select all options that are southwest of Zipcode 66846? You may choose one or more options. Options: a. Zipcode 66835 b. Zipcode 66801 c. Zipcode 66872 d. Zipcode 66833 e. None of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Clinch County Georgia in relation to The State of Florida in terms of geography. Options: a. adjacent to and southeast of b. northwest of c. adjacent to and west of d. contains e. none of the above,e
yes/no,Is Zipcode 69334 adjacent to and southeast of Zipcode 69336?,no
yes/no,Is Leavenworth County Kansas west of Zipcode 64053?,yes
radio,Query: Select exactly one option (a-e) that best describes the relationship of Douglas County Washington in relation to Zipcode 98848 in terms of geography. Options: a. contains b. adjacent to and northwest of c. adjacent to and north of d. southeast of e. none of the above,e
checkbox,Query: Select all options that are adjacent to and north of Zipcode 04607? You may choose one or more options. Options: a. Zipcode 04664 b. Zipcode 04640 c. Zipcode 04624 d. Zipcode 04680 e. None of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 48001 in relation to Zipcode 48047 in terms of geography. Options: a. adjacent to and southwest of b. west of c. contains d. inside of e. none of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Hardin County Kentucky in relation to Zipcode 40104 in terms of geography. Options: a. adjacent to and southeast of b. southeast of c. adjacent to and south of d. adjacent to and west of e. none of the above,b
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 32568 in relation to Zipcode 36562 in terms of geography. Options: a. contains b. north of c. adjacent to and southeast of d. southeast of e. none of the above,c
yes/no,"The State of California is inside of Zipcode 93432, correct?",no
yes/no,Is Roberts County Texas adjacent to and north of Ochiltree County Texas?,no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Sanborn County South Dakota in relation to Zipcode 57363 in terms of geography. Options: a. intersects with b. they intersect c. adjacent to and northeast of d. adjacent to and north of e. none of the above,a
checkbox,Query: Select all options that are southeast of Adair County Kentucky? You may choose one or more options. Options: a. Zipcode 42516 b. Zipcode 42782 c. Zipcode 42713 d. Zipcode 42544 e. None of the above,"b,c"
